timestamp,open,high,low,close,volume
2002-01-18,11023.79,11065.5303,10934.0098,10972.96,373829400
2002-01-21,10967.0898,11083.1699,10941.4697,11000.25,213151400
2002-01-22,10991.4004,10997.9004,10778.7803,10797.6904,251469600
2002-01-23,10750.9805,10793.0703,10689.0596,10762.1396,225157600
2002-01-24,10796.8096,10847.5303,10690.6299,10741.46,199480800
2002-01-25,10789,10842.4697,10718.2695,10772.96,290674000
2002-01-28,10749.0801,10891.5898,10748.0996,10767.46,257612600
2002-01-29,10774.6104,11041.8203,10744.1396,11014.2402,378839800
2002-01-30,10895.7002,10895.7002,10699.9404,10756.96,295195000
2002-01-31,10797.9902,10953.5703,10671.7695,10725.2998,267648000
2002-02-01,10764.0303,10827.3896,10673.6602,10691.25,192217000
2002-02-04,10680.3203,10806.6797,10661.1299,10721.3203,267871800
2002-02-05,10627.8496,10636.2305,10541.2803,10609.1904,292116000
2002-02-06,10590.2598,10633.1201,10542.29,10592.3896,238613600
2002-02-07,10556.29,10601.2998,10393.8301,10409.6797,419402800
2002-02-08,10441.1904,10526.75,10421.4805,10518.9902,259185400
2002-02-11,10596.0596,10843.2598,10596.0596,10832.7402,184738200
2002-02-15,11005.8496,11108.4805,10914.71,10961.8799,292406600
2002-02-18,10905.4902,11007,10867.8203,11002.8096,181042600
2002-02-19,10997.9004,10997.9004,10794.2002,10840.4902,167326000
2002-02-20,10777.3896,10777.3896,10685.3799,10749.0596,193530200
2002-02-21,10807.9297,10871.0996,10732.6299,10788.9004,186403600
2002-02-22,10730.21,10730.21,10579.8096,10664.9404,155752200
2002-02-25,10679,10683.6396,10468.9502,10496.0195,191984600
2002-02-26,10581.79,10667.5703,10536.7402,10547.1299,207615800
2002-02-27,10541.1904,10757.1104,10524.7695,10648.71,268262400
2002-02-28,10660.7598,10677.1602,10415.6504,10482.5498,258703600
2002-03-01,10453.8799,10473.0195,10387.4902,10425.3096,186683400
2002-03-04,10593.7695,10720.1201,10561.3799,10704.1201,279649600
2002-03-05,10883.29,11004.04,10883.29,10985.8398,350222000
2002-03-06,10954.75,11040.75,10933.4297,11003,270688800
2002-03-07,11102.3604,11246.3096,11102.3604,11188.0703,483088000
2002-03-08,11201.2803,11331.1201,11201.2803,11233.2305,360931800
2002-03-11,11234.5303,11334.3096,11178.6797,11318.8701,264341400
2002-03-12,11304.9102,11381.8496,11242.2305,11273.8604,275706800
2002-03-13,11214.8496,11306.8896,11185.5098,11217.5,239681400
2002-03-14,11202.8604,11333.5195,11163.1104,11303.7002,273105400
2002-03-15,11280.9902,11363.71,11150.5,11210.25,230450200
2002-03-18,11224.3203,11317.75,11168.3203,11230.6396,240821200
2002-03-19,11242.25,11302.3896,11195.0703,11222.8301,305416000
2002-03-20,11136.2998,11176.5898,10996.3604,11036.5996,254339600
2002-03-21,10950.7803,10950.7803,10810.9004,10829.7305,345847200
2002-03-22,10839.8701,10919.46,10811.8799,10863.0703,211526200
2002-03-25,10855.2305,10867.0195,10785.6201,10836.6396,201915500
2002-03-26,10781.1602,10792.8301,10715.0498,10786.9199,180532500
2002-03-27,10819.8496,11022.8301,10819.8496,10987.8799,250625200
2002-03-28,11025.0303,11075.4004,10972.1104,11032.9199,214855400
2002-04-02,11032.3604,11055.9805,10816.7305,10878.04,274314600
2002-04-03,10831.2305,10853.8799,10783,10833.96,144433800
2002-04-04,10766.5596,10838.2197,10747.9902,10831.3701,170815600
2002-04-08,10833.1602,10856.6396,10702.4404,10723.6797,227928200
2002-04-09,10711.0801,10791.0898,10688.6904,10733.6904,144606800
2002-04-10,10692.9502,10692.9502,10610.7598,10643.1396,201435000
2002-04-11,10748.4502,10829.04,10720.6602,10744.9102,167096400
2002-04-12,10653.8203,10717.5498,10630.4102,10710.4805,159124400
2002-04-15,10720.4102,10764.4805,10697.4697,10727.9805,139528400
2002-04-16,10745.2002,10797.1396,10690.4697,10788.5303,166385800
2002-04-17,10938.6904,11090.5801,10929.0703,11090.5801,352621200
2002-04-18,11102.6797,11222.3896,11070.7998,11217.1504,347360400
2002-04-19,11166.5,11285.0498,11135.04,11252.1797,322091600
2002-04-22,11259.04,11301.6699,11134.1699,11139.4199,271805600
2002-04-23,11102.2305,11355.1104,11102.2305,11345.1797,360996000
2002-04-24,11362.6504,11417.4697,11305.6504,11396.5703,301563200
2002-04-25,11394.04,11439.5898,11351.79,11409.29,297909600
2002-04-26,11449.4004,11461.5898,11348.8096,11385.0801,269871600
2002-04-29,11329.9102,11371.1201,11260.8799,11361.4902,204981200
2002-04-30,11337.8896,11497.5801,11317.6602,11497.5801,229571000
2002-05-02,11577.5703,11800.8301,11577.5703,11780.1104,433590600
2002-05-03,11855.9004,11863.6201,11729.8496,11797.2197,450357400
2002-05-06,11771.0801,11845.0996,11671.3799,11736.2002,247907400
2002-05-07,11639.5098,11813.9004,11591.2598,11795.9805,272450800
2002-05-08,11873.25,11890.7197,11699.3301,11768.3096,278468000
2002-05-09,11957.1602,11962.0996,11677.5498,11700.7598,336805000
2002-05-10,11720.46,11752.96,11630.04,11645.9004,201908000
2002-05-13,11653.5498,11772.9297,11650.6201,11733.4297,199682000
2002-05-14,11824.9297,11824.9297,11662.0098,11690.3096,163930400
2002-05-15,11791.5303,11902.71,11738.0801,11838.3604,258940000
2002-05-16,11838.5303,11839.5703,11762.25,11832.7695,184901800
2002-05-17,11924.6201,12021.7197,11867.3896,11974.6104,321247200
2002-05-21,11959.6504,12006.9199,11687.2695,11753.29,307963400
2002-05-22,11745.7598,11797.8496,11698.1201,11795.2002,166910400
2002-05-23,11754.46,11761.6797,11586.5195,11624.75,313297800
2002-05-24,11636.8604,11672.9902,11595.5898,11626.7803,218765400
2002-05-27,11608.3799,11612.5303,11526.5898,11564.7305,188013200
2002-05-28,11568.7402,11610.9697,11544.0996,11581.5801,135399600
2002-05-29,11480.9502,11581.6699,11404.2998,11430.6602,248888600
2002-05-30,11413.8496,11413.8496,11268.54,11380.6104,228221200
2002-05-31,11385.1904,11429.0596,11260.2002,11301.9404,302321400
2002-06-03,11339.2002,11397.3701,11282.7598,11359.7998,176358600
2002-06-04,11279.0498,11317.5596,11204.8604,11312.5498,149651000
2002-06-05,11328.5195,11407.5898,11297.96,11402.3799,141821800
2002-06-06,11438.6104,11475.1904,11345.6104,11380.7695,167714400
2002-06-07,11274.5898,11325.54,11236.1904,11284.71,191775800
2002-06-10,11270.0996,11326.4297,11228.9902,11288.8398,148036000
2002-06-11,11304.7305,11306.4297,11176,11215.0195,179688800
2002-06-12,11167.1797,11167.1797,11117.2998,11147.9697,183371000
2002-06-13,11173.7695,11191.4902,11105.4004,11119.3301,161168400
2002-06-14,11024.5898,11066.75,10940.2305,10955.5195,196360200
2002-06-17,10871.5098,10900.4805,10811.6201,10832.2598,192975200
2002-06-18,10963.3701,10983.7197,10838.8604,10852.04,216380600
2002-06-19,10843.0098,10865.04,10612.0303,10673.1104,310921400
2002-06-20,10668.7695,10768.0303,10583.2803,10754.4102,225421000
2002-06-21,10608.9404,10639.46,10574.0303,10591.8604,212587200
2002-06-24,10544.4502,10674.5195,10509.2305,10657.3398,190405200
2002-06-25,10633.5596,10687.04,10553.54,10608.9805,195118400
2002-06-26,10493.1299,10493.1299,10291.1602,10355.9199,371785600
2002-06-27,10472.8496,10531.5098,10411.1504,10518.0898,269425200
2002-06-28,10615.1396,10699.3203,10584.0303,10598.5498,221668200
2002-07-02,10511.1201,10511.1201,10436.46,10491.7598,188748000
2002-07-03,10407.5801,10627.0703,10407.5801,10579.1904,198686800
2002-07-04,10578.2002,10769.5303,10566.5498,10765.5801,222350200
2002-07-05,10810.3896,10845.8799,10754.2803,10806.1602,160907200
2002-07-08,10923.5,10939.5596,10766.9805,10803.4502,153657600
2002-07-09,10831.1201,10860.6396,10786.3701,10843.1504,124203000
2002-07-10,10774.3496,10829.54,10747.9199,10787.54,156649400
2002-07-11,10637.5996,10655.2305,10482.7305,10558.8096,268957600
2002-07-12,10582.5703,10655.2803,10529.9199,10648.2998,207994200
2002-07-15,10556.5,10597.3496,10499.0996,10581.6602,126480400
2002-07-16,10516.6396,10573.0703,10399.6699,10421.4902,182111800
2002-07-17,10336.7803,10362.46,10213.0195,10335.1201,258112800
2002-07-18,10414.5801,10461.3301,10350.25,10452.5498,169213000
2002-07-19,10370.8203,10377.4004,10280.46,10325.46,186130800
2002-07-22,10166.2598,10182.2002,10080.1201,10110.25,225025400
2002-07-23,9980.29,10322.4902,9977.7695,10313.8896,256211600
2002-07-24,10133.6504,10133.6504,9912.96,9971.9902,268197600
2002-07-25,10143.0195,10165.8301,9872.29,9884.7803,251086200
2002-07-26,9801.5898,9894.6396,9687.5,9773.1201,262142200
2002-07-29,9873.4404,9983.04,9829.5498,9975.9902,170356400
2002-07-30,10240.4199,10285.4805,10151.6104,10155.25,264124400
2002-07-31,10169.2803,10290.0703,10123.2002,10267.3604,161412800
2002-08-01,10244.5303,10329.0498,10175.0801,10180.0195,173664400
2002-08-02,10026.6504,10058.4805,9968.9199,9991.7197,180663400
2002-08-05,9913.0801,9976.6904,9823.9502,9862.3301,187999200
2002-08-06,9780.1797,9782.8896,9632.9805,9700.6904,228461400
2002-08-07,9883.6797,10007.9502,9851.2803,9977.7402,177157600
2002-08-08,9960.6797,9997.1797,9895.2803,9962.2402,159974200
2002-08-09,10128.71,10149.9004,10007.4297,10014.0596,173137800
2002-08-12,10039.7695,10039.7695,9929.3799,9959.9199,135721200
2002-08-13,9962.5801,10132.4004,9958.0596,10100.0596,150937200
2002-08-14,10064.6299,10064.6299,9883.0898,9961.3496,195549600
2002-08-15,10123.0703,10264.6602,10123.0703,10219.71,257063800
2002-08-16,10240.5996,10299.7197,10205.5195,10265.04,211214000
2002-08-19,10250.4004,10279.25,10166.54,10246.96,126512200
2002-08-20,10390.3096,10431.7695,10373.5098,10408.0098,187414000
2002-08-21,10317.7197,10409.3096,10293.71,10402.2598,190580600
2002-08-22,10452.5,10456.6104,10367,10424,155805400
2002-08-23,10472.7002,10478.6504,10241.1797,10245.6904,167808000
2002-08-26,10232.8799,10263.8301,10192.0098,10226.3301,106866600
2002-08-27,10233.7197,10266.7598,10125.2002,10185.5195,105858200
2002-08-28,10130.3799,10158.6904,10070.2803,10130.25,174737600
2002-08-29,10034.1797,10075.2695,9988.8604,10061.1504,183778600
2002-08-30,10034.2197,10089.6904,10004.8701,10043.8701,164391600
2002-09-02,10039.6699,10044.5703,9861.8701,9896.9805,172456200
2002-09-03,9862.3896,9873.1104,9748.1797,9790.6797,203358000
2002-09-04,9643.1904,9830.4502,9629.2197,9820.3301,247492000
2002-09-05,9823.7402,9833.6797,9710.29,9726.0303,191412400
2002-09-06,9650.9404,9750.9004,9631.7305,9720.8604,219272400
2002-09-09,9781.54,9783.4404,9672.1904,9723.6699,165390800
2002-09-10,9762.8398,9906.8496,9761.0996,9885.7695,181770400
2002-09-11,9927.7305,9946.0098,9845,9882.3496,63873400
2002-09-12,9871.3203,9954.8203,9807.54,9896.3301,170804600
2002-09-13,9773.6201,9784,9609.7695,9650.9697,283806000
2002-09-16,9624.8398,9639.4697,9454.9199,9505.1299,322838600
2002-09-17,9605.3203,9732.3301,9563.1904,9707.25,296911600
2002-09-18,9517.4199,9517.4199,9401.4902,9474.0703,224988400
2002-09-19,9485.5498,9511.29,9389.8701,9427.79,186647200
2002-09-20,9260.4697,9337.8604,9210.9404,9328.2197,220920600
2002-09-23,9295.6904,9322.3604,9219.0801,9314.8701,141863400
2002-09-24,9167.7598,9213.2803,9141.1201,9197.6797,173091000
2002-09-25,9076.8301,9193.8096,9014.5801,9124.9102,205115200
2002-09-26,9251.2402,9286.2695,9206.9004,9270.71,171300600
2002-09-27,9338.6602,9368.1396,9245.8799,9294.46,207134800
2002-09-30,9098.9297,9125.9297,9046.96,9072.21,221724000
2002-10-02,9227.3799,9241.8604,9062.4902,9109.3496,282008800
2002-10-03,9054.5703,9106.9004,8915,8984.3203,263433200
2002-10-04,8989.6504,9065.5195,8971.9199,9051.3701,236714600
2002-10-07,8844.6904,8936.3398,8844.1104,8931.4004,240968000
2002-10-08,8910.0801,8989.6797,8883.1602,8977.4102,247068200
2002-10-09,8945.96,8986.0098,8876.6201,8977.3496,222983800
2002-10-10,8808.3496,8863.46,8772.4805,8858.6904,244729400
2002-10-11,8956.3301,8990.7598,8863.46,8965.7305,221067800
2002-10-15,9153.25,9348.6797,9131.4102,9336.3896,403547600
2002-10-16,9515.0703,9515.0703,9416.8203,9459.1396,341481400
2002-10-17,9465.6104,9598.4902,9465.6104,9576.1504,268242600
2002-10-18,9741.0498,9744.6396,9603.7305,9613.0703,426663600
2002-10-21,9593.6504,9641.0801,9549.0898,9570.3604,186206800
2002-10-22,9633.5098,9656.9004,9507.9902,9548.9404,195717200
2002-10-23,9545.6602,9809.5098,9545.6602,9804.6504,398447800
2002-10-24,9774.7803,9803.2998,9712.9004,9787.4902,300341400
2002-10-25,9715.6699,9728.5596,9655,9722.54,201148600
2002-10-28,9732.5996,9860.8701,9730,9853.7402,208841600
2002-10-29,9799.8701,9812.1504,9626.9902,9634.6699,198923400
2002-10-30,9605.6396,9652.1504,9546.5801,9560.46,212661200
2002-10-31,9609.1602,9625.7197,9418.8799,9441.25,174789400
2002-11-01,9467.8896,9495.1504,9388.3496,9407.6797,199148800
2002-11-04,9587.9697,9739.1299,9565.79,9720.8301,213267400
2002-11-05,9751.9297,9751.9297,9606.6797,9655.3604,193967000
2002-11-06,9788.3096,9822.0703,9751.6797,9773.9805,254543000
2002-11-07,9758.6602,9880.1299,9719.6396,9844.3799,335469600
2002-11-08,9714.1904,9796.4697,9708.1904,9770.6797,313337800
2002-11-11,9699.75,9699.75,9527.8301,9580.8799,264728400
2002-11-12,9530.46,9650.0898,9522.4502,9613.8398,228389400
2002-11-13,9645.8799,9645.8799,9533.5,9616.6201,200873600
2002-11-14,9644.21,9806.0801,9644.21,9740.8398,345678000
2002-11-15,9721.8604,9885.9805,9721.8604,9865.6504,424897800
2002-11-18,9994.29,10006.0703,9843.0898,9920.0898,250304400
2002-11-19,9882.3896,9996.8896,9856.9502,9965.0303,236917600
2002-11-20,9952.4502,10011.5303,9947.54,9971.1504,189936400
2002-11-21,10081.0195,10081.0195,9989.79,10003.54,214189400
2002-11-22,10112.5098,10128.6904,10038.0098,10065.3203,205486600
2002-11-25,10031.3301,10118.8701,10028.9805,10100.7695,246009200
2002-11-26,10052.4404,10057.7598,9976.4502,9995.5195,225905200
2002-11-27,9912.8398,10013.6504,9912.0195,9944.5898,298967400
2002-11-28,10090.4297,10168.9102,10082.6904,10147.8398,417455000
2002-11-29,10170.2998,10170.2998,10061.8896,10069.8701,324384000
2002-12-02,10107.96,10205.1602,10079.5098,10205.1602,320709200
2002-12-03,10187.8496,10246.8604,10179.6396,10227.0098,288807600
2002-12-04,10123.2598,10123.2598,9941.9297,9995.7305,400244000
2002-12-05,9997.6201,10036.5195,9940.25,10009.8799,177262400
2002-12-06,9940.5996,9978.8496,9890.6201,9973.75,201891600
2002-12-09,9988.6904,9999.3896,9821.5596,9868.4805,528145400
2002-12-10,9763.79,9868.7402,9763.79,9857.9902,398318000
2002-12-11,9874.9297,9884.1602,9742,9784.5703,304184600
2002-12-12,9816.9902,9852.5703,9772.7998,9813.7803,167642000
2002-12-13,9743.1904,9754.8604,9695.7402,9728.4297,194733600
2002-12-16,9644.6396,9677.8496,9627.71,9656.46,150167600
2002-12-17,9787.2402,9787.6396,9682.0195,9715.7402,225197800
2002-12-18,9652.7695,9657.4502,9527.4902,9548.6504,232401400
2002-12-19,9544.9004,9590.21,9477.8203,9557.8604,263977400
2002-12-20,9499.7695,9631.5303,9478.9199,9628.6904,225083200
2002-12-23,9640.9199,9640.9199,9552.0703,9570.9297,226114000
2002-12-24,9586.2598,9593.9297,9554.3096,9561.6299,103219200
2002-12-27,9542.4902,9550.5898,9426.0596,9445.2598,137671200
2002-12-30,9345.6699,9362.7002,9244.9004,9272.3301,220730400
2002-12-31,9298.7803,9332.0195,9291.7695,9321.29,76193400
2003-01-02,9333.6396,9378.3496,9294.5303,9365.5195,126907400
2003-01-03,9523.25,9585.6602,9520.8496,9583.8496,291454400
2003-01-06,9605.0898,9683.8604,9560.8203,9665.96,234912800
2003-01-07,9710.79,9710.79,9592.29,9652.4004,267021800
2003-01-08,9632.3604,9781.0801,9624.04,9688.21,202439200
2003-01-09,9626.1396,9677.5898,9599.2402,9675.4102,129623200
2003-01-10,9711.7598,9778.2803,9688.9902,9721.5,172862200
2003-01-13,9752.2998,9834.0801,9752.2998,9834.0801,197967600
2003-01-14,9812.9102,9843.8096,9780.54,9796.3096,168152000
2003-01-15,9807.4297,9892.7002,9807.4297,9873.4902,215218800
2003-01-16,9798.1602,9823.6299,9727.2998,9743.2305,189955000
2003-01-17,9730.5498,9733.4404,9597.2305,9614.5898,171659400
2003-01-20,9551.5596,9560.3896,9501.5195,9552.0195,176223000
2003-01-21,9558.2002,9595.2598,9548.1396,9568.4697,142951600
2003-01-22,9484.8896,9581.2402,9456.6602,9560.29,177654800
2003-01-23,9513.5801,9606.8701,9513.5801,9584.7002,143682000
2003-01-24,9558.4805,9575.2695,9416.1201,9460.5996,220192000
2003-01-27,9326.7598,9326.7598,9253.3604,9298.6699,192059400
2003-01-28,9244.2998,9341.1104,9237.4502,9325.5996,132839200
2003-01-29,9272.2803,9281.9902,9203.6797,9240.79,179591200
2003-01-30,9251.9404,9266.1504,9179.2402,9258.9502,151874200
2003-02-04,9327.3203,9331.9502,9208.2305,9252.71,157056000
2003-02-05,9214.6396,9238.9199,9156.3096,9180.4697,156418400
2003-02-06,9178.2598,9184.7598,9094.8604,9126.1504,191530600
2003-02-07,9099.4102,9163.6699,9072.6699,9150.9502,153250800
2003-02-10,9135.0996,9232.1396,9131.6201,9232.1396,145628000
2003-02-11,9237.1904,9285.0596,9151.2197,9194.9102,201740000
2003-02-12,9169.8604,9334.9004,9162.5195,9314.9004,173360400
2003-02-13,9273.3799,9283.2305,9142.9404,9173.4297,182251200
2003-02-14,9201.1104,9253.8701,9191.0098,9201.7598,127095400
2003-02-17,9311.6504,9392.8604,9311.6504,9383.6797,193064000
2003-02-18,9367.9404,9417.7002,9342.0498,9397.0498,123444800
2003-02-19,9461.1299,9463.9902,9389.4004,9427.6299,171202200
2003-02-20,9415.21,9460.8896,9381.1396,9390.4805,157138600
2003-02-21,9361.0498,9364.8301,9231.3701,9250.8604,175479200
2003-02-24,9302.7305,9313.8096,9231.0098,9239.4697,119645600
2003-02-25,9140.0596,9154.4199,9103.29,9148.4805,188640600
2003-02-26,9156.7998,9163.3301,9097.4902,9116.2803,129927000
2003-02-27,9072.8701,9175.3203,9029.9502,9134.2402,189162400
2003-02-28,9146.6299,9185.8096,9111.1699,9122.6602,149296400
2003-03-03,9141.46,9316.2695,9141.46,9268.7695,213816000
2003-03-04,9218.3701,9247.8301,9164.0996,9181.8896,123162000
2003-03-05,9105.3701,9135.0098,9059.0703,9109.1797,177331800
2003-03-06,9097.4502,9103.5596,8952.0195,8962.2598,196951400
2003-03-07,8917.1201,8941.2305,8869.6104,8907.0996,177031200
2003-03-10,8894.04,8901.6602,8821.6699,8861.8701,205221000
2003-03-11,8776.9902,8860.5098,8757.2197,8859.9297,216936600
2003-03-12,8825.4404,8914.5801,8825.4404,8874.9902,186314600
2003-03-13,8857.3096,8863.6396,8764.4004,8787.4502,202531200
2003-03-14,8976.7598,8996.0498,8933.2402,8956.1699,194059400
2003-03-17,8901.2197,8901.2197,8795.0801,8804.1602,143293200
2003-03-18,9003.96,9045.1797,8976.5801,9041.5098,226360000
2003-03-19,8973.1904,9197.9297,8913.0498,9158.5898,358875000
2003-03-20,9243.9004,9281.5996,9127.5898,9194.5596,310922800
2003-03-21,9220.9502,9227.2002,9146.29,9179.1904,239063000
2003-03-24,9214.6504,9262.7695,9087.6396,9108.4502,248268800
2003-03-25,9012.04,9081.3896,9008.6201,9062.1504,165816200
2003-03-26,9096.0801,9096.0801,9027.6104,9047.0898,144579000
2003-03-27,9027.9902,9027.9902,8850.4297,8872.3203,249802600
2003-03-28,8864.1201,8893.5703,8812.3203,8863.3604,205900800
2003-03-31,8755.8096,8755.8096,8586.7002,8634.4502,324820000
2003-04-01,8608.79,8612.4199,8465.79,8596.8896,312633200
2003-04-02,8586.6904,8716.0996,8550.46,8706.1904,256060000
2003-04-03,8769.4102,8774.5801,8639.0898,8648.1602,222034400
2003-04-04,8669.7305,8845.7998,8662.8096,8822.4502,235744400
2003-04-07,8838.8301,8973.8096,8754.5098,8962.21,221557200
2003-04-08,8885.6201,8906.9902,8786.3604,8806.6602,205961200
2003-04-09,8755.1504,8755.1504,8588.4502,8636.8496,275309600
2003-04-10,8597.8604,8647.75,8559.7695,8625.7197,240883200
2003-04-11,8627.5703,8660.8799,8552.6797,8645.6504,254681400
2003-04-14,8598.0801,8598.0801,8493.46,8533.5498,190938000
2003-04-15,8600.5,8639.3604,8549.8398,8632.0996,166040200
2003-04-16,8653.5898,8705.2695,8609.46,8675.1396,171986800
2003-04-17,8600.0498,8603.2998,8558.7197,8579.1396,188226400
2003-04-22,8531.1104,8574.79,8479.3799,8571.9102,193229000
2003-04-23,8641.4004,8654.6201,8493.9502,8519.5996,320239200
2003-04-24,8482.5996,8490.0801,8403.4902,8442.1104,332787600
2003-04-25,8351.5898,8430.6201,8331.8701,8409.0098,290400400
2003-04-28,8354.6602,8453.6904,8354.6602,8435.04,237547000
2003-04-29,8577.7305,8757.5898,8577.7305,8744.2197,366840800
2003-04-30,8758.2402,8777.0801,8700.1201,8717.2197,329441000
2003-05-02,8707.4297,8817.7402,8707.4297,8808.1797,270803800
2003-05-05,8895.3896,8925.1904,8875.1504,8916.4902,203148800
2003-05-06,8906.6904,8949.0596,8863.21,8889.2197,219887800
2003-05-07,8946.3398,8950.3398,8834.6904,8901.0498,217970400
2003-05-09,8903.6602,9084.1602,8878.5898,9084.1602,339098800
2003-05-12,9164.0996,9209.7598,9150.9404,9155.5703,286413600
2003-05-13,9165.54,9175.6904,9101.3896,9119.04,202533600
2003-05-14,9135.5098,9217.2598,9069.2402,9103.6904,234801200
